,cap_hit,player_name,team_name,year
0,"$5,325,000  ",Ryan Getzlaf,anaheim-ducks,2011
1,"$5,325,000  ",Corey Perry,anaheim-ducks,2011
2,"$5,100,000  ",Bobby Ryan,anaheim-ducks,2011
3,"$4,500,000  ",Jonas Hiller,anaheim-ducks,2011
4,"$4,000,000  ",Teemu Selanne,anaheim-ducks,2011
5,"$4,000,000  ",Jason Blake,anaheim-ducks,2011
6,"$3,800,000  ",Francois Beauchemin,anaheim-ducks,2011
7,"$3,000,000  ",Niklas Hagman,anaheim-ducks,2011
8,"$3,000,000  ",Toni Lydman,anaheim-ducks,2011
9,"$2,390,000  ",Andrew Cogliano,anaheim-ducks,2011
10,"$2,175,000  ",Luca Sbisa,anaheim-ducks,2011
11,"$1,400,000  ",Cam Fowler,anaheim-ducks,2011
12,"$1,325,000  ",Rich Peverley,anaheim-ducks,2011
13,"$1,025,000  ",Kyle Palmieri,anaheim-ducks,2011
14,"$900,000  ",Mat Clark,anaheim-ducks,2011
15,"$850,000  ",Marco Cousineau,anaheim-ducks,2011
16,"$750,000  ",Sheldon Brookbank,anaheim-ducks,2011
17,"$737,500  ",Matt Beleskey,anaheim-ducks,2011
18,"$728,918  ",Devante Smith-Pelly,anaheim-ducks,2011
19,"$693,000  ",Nick Bonino,anaheim-ducks,2011
20,"$612,500  ",Jeff Drouin-Deslauriers,anaheim-ducks,2011
21,"$600,000  ",Matt Smaby,anaheim-ducks,2011
22,"$575,000  ",Mark Bell,anaheim-ducks,2011
23,"$550,000  ",Troy Bodie,anaheim-ducks,2011
24,"$550,000  ",Patrick Maroon,anaheim-ducks,2011
25,"$550,000  ",Dan Sexton,anaheim-ducks,2011
26,"$525,000  ",Nate Guenin,anaheim-ducks,2011
27,"$5,325,000  ",Ryan Getzlaf,anaheim-ducks,2012
28,"$5,325,000  ",Corey Perry,anaheim-ducks,2012
29,"$5,100,000  ",Bobby Ryan,anaheim-ducks,2012
30,"$4,500,000  ",Jonas Hiller,anaheim-ducks,2012
31,"$4,500,000  ",Teemu Selanne,anaheim-ducks,2012
32,"$3,800,000  ",Saku Koivu,anaheim-ducks,2012
33,"$3,666,667  ",Sheldon Souray,anaheim-ducks,2012
34,"$3,500,000  ",Bryan Allen,anaheim-ducks,2012
35,"$3,500,000  ",Francois Beauchemin,anaheim-ducks,2012
36,"$3,000,000  ",Toni Lydman,anaheim-ducks,2012
37,"$2,390,000  ",Andrew Cogliano,anaheim-ducks,2012
38,"$2,175,000  ",Luca Sbisa,anaheim-ducks,2012
39,"$1,800,000  ",Daniel Winnik,anaheim-ducks,2012
40,"$1,775,000  ",Frederik Andersen,anaheim-ducks,2012
41,"$1,400,000  ",Cam Fowler,anaheim-ducks,2012
42,"$1,350,000  ",Antoine Laganiere,anaheim-ducks,2012
43,"$1,325,000  ",Sami Vatanen,anaheim-ducks,2012
44,"$1,100,000  ",David Steckel,anaheim-ducks,2012
45,"$1,025,000  ",Kyle Palmieri,anaheim-ducks,2012
46,"$1,000,000  ",Viktor Fasth,anaheim-ducks,2012
47,"$900,000  ",Mat Clark,anaheim-ducks,2012
48,"$894,166  ",Hampus Lindholm,anaheim-ducks,2012
49,"$870,000  ",Emerson Etem,anaheim-ducks,2012
50,"$737,500  ",Matt Beleskey,anaheim-ducks,2012
51,"$700,000  ",Nick Bonino,anaheim-ducks,2012
52,"$675,000  ",Radek Dvorak,anaheim-ducks,2012
53,"$637,500  ",Brad Staubitz,anaheim-ducks,2012
54,"$600,000  ",Jordan Hendry,anaheim-ducks,2012
55,"$600,000  ",Harry Zolnierczyk,anaheim-ducks,2012
56,"$550,000  ",Kyle Wilson,anaheim-ducks,2012
57,"$550,000  ",Pierre-Luc Letourneau-Leblond,anaheim-ducks,2012
58,"$550,000  ",Patrick Maroon,anaheim-ducks,2012
59,"$525,000  ",Nate Guenin,anaheim-ducks,2012
60,"$525,000  ",Ben Lovejoy,anaheim-ducks,2012
61,"$193,333  ",Devante Smith-Pelly,anaheim-ducks,2012
62,"$8,625,000  ",Corey Perry,anaheim-ducks,2013
63,"$8,250,000  ",Ryan Getzlaf,anaheim-ducks,2013
64,"$4,500,000  ",Jonas Hiller,anaheim-ducks,2013
65,"$4,000,000  ",Cam Fowler,anaheim-ducks,2013
66,"$3,666,667  ",Sheldon Souray,anaheim-ducks,2013
67,"$3,500,000  ",Bryan Allen,anaheim-ducks,2013
68,"$3,500,000  ",Francois Beauchemin,anaheim-ducks,2013
69,"$2,500,000  ",Saku Koivu,anaheim-ducks,2013
70,"$2,390,000  ",Andrew Cogliano,anaheim-ducks,2013
71,"$2,175,000  ",Luca Sbisa,anaheim-ducks,2013
72,"$2,000,000  ",Teemu Selanne,anaheim-ducks,2013
73,"$1,800,000  ",Daniel Winnik,anaheim-ducks,2013
74,"$1,466,667  ",Kyle Palmieri,anaheim-ducks,2013
75,"$1,350,000  ",Matt Beleskey,anaheim-ducks,2013
76,"$1,100,000  ",Ben Lovejoy,anaheim-ducks,2013
77,"$1,050,000  ",Mathieu Perreault,anaheim-ducks,2013
78,"$900,000  ",Mark Fistric,anaheim-ducks,2013
79,"$894,166  ",Hampus Lindholm,anaheim-ducks,2013
80,"$870,000  ",Emerson Etem,anaheim-ducks,2013
81,"$863,333  ",Jakob Silfverberg,anaheim-ducks,2013
82,"$777,949  ",Frederik Andersen,anaheim-ducks,2013
83,"$700,000  ",Nick Bonino,anaheim-ducks,2013
84,"$693,846  ",Stephane Robidas,anaheim-ducks,2013
85,"$587,744  ",Sami Vatanen,anaheim-ducks,2013
86,"$575,000  ",Patrick Maroon,anaheim-ducks,2013
87,"$449,167  ",Tim Jackman,anaheim-ducks,2013
88,"$209,692  ",Devante Smith-Pelly,anaheim-ducks,2013
89,"$66,615  ",John Gibson,anaheim-ducks,2013
90,"$2,923  ",John Kurtz,anaheim-ducks,2013
91,"$8,625,000  ",Corey Perry,anaheim-ducks,2014
92,"$8,250,000  ",Ryan Getzlaf,anaheim-ducks,2014
93,"$5,000,000  ",Ryan Kesler,anaheim-ducks,2014
94,"$4,000,000  ",Cam Fowler,anaheim-ducks,2014
95,"$3,666,667  ",Sheldon Souray,anaheim-ducks,2014
96,"$3,500,000  ",Francois Beauchemin,anaheim-ducks,2014
97,"$3,250,000  ",Clayton Stoner,anaheim-ducks,2014
98,"$3,000,000  ",Andrew Cogliano,anaheim-ducks,2014
99,"$1,600,000  ",Nate Thompson,anaheim-ducks,2014
100,"$1,531,667  ",Hampus Lindholm,anaheim-ducks,2014
101,"$1,466,667  ",Kyle Palmieri,anaheim-ducks,2014
102,"$1,350,000  ",Matt Beleskey,anaheim-ducks,2014
103,"$1,262,500  ",Sami Vatanen,anaheim-ducks,2014
104,"$1,212,365  ",James Wisniewski,anaheim-ducks,2014
105,"$1,176,774  ",Ilya Bryzgalov,anaheim-ducks,2014
106,"$1,150,000  ",Frederik Andersen,anaheim-ducks,2014
107,"$1,040,322  ",Tomas Fleischmann,anaheim-ducks,2014
108,"$874,937  ",Rickard Rakell,anaheim-ducks,2014
109,"$863,844  ",Mark Fistric,anaheim-ducks,2014
110,"$850,500  ",Jakob Silfverberg,anaheim-ducks,2014
111,"$637,500  ",Tim Jackman,anaheim-ducks,2014
112,"$575,000  ",Patrick Maroon,anaheim-ducks,2014
113,"$556,613  ",Emerson Etem,anaheim-ducks,2014
114,"$492,751  ",John Gibson,anaheim-ducks,2014
115,"$473,692  ",Jaycob Megna,anaheim-ducks,2014
116,"$343,145  ",Josh Manson,anaheim-ducks,2014
117,"$261,290  ",Chris Wagner,anaheim-ducks,2014
118,"$233,737  ",Jiri Sekac,anaheim-ducks,2014
119,"$213,709  ",Jason LaBarbera,anaheim-ducks,2014
120,"$198,387  ",Simon Despres,anaheim-ducks,2014
121,"$173,589  ",Korbinian Holzer,anaheim-ducks,2014
122,"$159,140  ",Shea Theodore,anaheim-ducks,2014
123,"$23,208  ",Stefan Noesen,anaheim-ducks,2014
124,"$15,883  ",Michael Sgarbossa,anaheim-ducks,2014
125,"$12,527  ",Max Friberg,anaheim-ducks,2014
126,"$8,625,000  ",Corey Perry,anaheim-ducks,2015
127,"$8,250,000  ",Ryan Getzlaf,anaheim-ducks,2015
128,"$5,000,000  ",Ryan Kesler,anaheim-ducks,2015
129,"$4,600,000  ",Kevin Bieksa,anaheim-ducks,2015
130,"$4,000,000  ",Cam Fowler,anaheim-ducks,2015
131,"$3,812,500  ",David Perron,anaheim-ducks,2015
132,"$3,750,000  ",Jakob Silfverberg,anaheim-ducks,2015
133,"$3,250,000  ",Clayton Stoner,anaheim-ducks,2015
134,"$3,000,000  ",Andrew Cogliano,anaheim-ducks,2015
135,"$2,950,000  ",Jamie McGinn,anaheim-ducks,2015
136,"$2,250,000  ",Anton Khudobin,anaheim-ducks,2015
137,"$1,750,000  ",Shawn Horcoff,anaheim-ducks,2015
138,"$1,700,000  ",Chris Stewart,anaheim-ducks,2015
139,"$1,600,000  ",Nate Thompson,anaheim-ducks,2015
140,"$1,262,500  ",Sami Vatanen,anaheim-ducks,2015
141,"$1,150,000  ",Frederik Andersen,anaheim-ducks,2015
142,"$925,000  ",Josh Manson,anaheim-ducks,2015
143,"$925,000  ",Brandon Pirri,anaheim-ducks,2015
144,"$900,000  ",Ryan Garbutt,anaheim-ducks,2015
145,"$900,000  ",Simon Despres,anaheim-ducks,2015
146,"$894,167  ",Hampus Lindholm,anaheim-ducks,2015
147,"$894,167  ",Rickard Rakell,anaheim-ducks,2015
148,"$894,166  ",Nicholas Ritchie,anaheim-ducks,2015
149,"$875,000  ",Mike Santorelli,anaheim-ducks,2015
150,"$863,333  ",Shea Theodore,anaheim-ducks,2015
151,"$863,333  ",Stefan Noesen,anaheim-ducks,2015
152,"$786,666  ",Jaycob Megna,anaheim-ducks,2015
153,"$750,000  ",Korbinian Holzer,anaheim-ducks,2015
154,"$721,666  ",John Gibson,anaheim-ducks,2015
155,"$650,000  ",Shane O'Brien,anaheim-ducks,2015
156,"$625,000  ",Corey Tropp,anaheim-ducks,2015
157,"$605,000  ",Michael Sgarbossa,anaheim-ducks,2015
158,"$600,000  ",Chris Mueller,anaheim-ducks,2015
159,"$600,000  ",Joe Piskula,anaheim-ducks,2015
160,"$600,000  ",Chris Wagner,anaheim-ducks,2015
161,"$600,000  ",Harry Zolnierczyk,anaheim-ducks,2015
162,"$8,625,000  ",Corey Perry,anaheim-ducks,2016
163,"$8,250,000  ",Ryan Getzlaf,anaheim-ducks,2016
164,"$6,875,000  ",Ryan Kesler,anaheim-ducks,2016
165,"$5,250,000  ",Hampus Lindholm,anaheim-ducks,2016
166,"$4,875,000  ",Sami Vatanen,anaheim-ducks,2016
167,"$4,150,000  ",Jonathan Bernier,anaheim-ducks,2016
168,"$4,000,000  ",Kevin Bieksa,anaheim-ducks,2016
169,"$4,000,000  ",Cam Fowler,anaheim-ducks,2016
170,"$3,853,672  ",Rickard Rakell,anaheim-ducks,2016
171,"$3,750,000  ",Jakob Silfverberg,anaheim-ducks,2016
172,"$3,700,000  ",Simon Despres,anaheim-ducks,2016
173,"$3,250,000  ",Clayton Stoner,anaheim-ducks,2016
174,"$3,000,000  ",Andrew Cogliano,anaheim-ducks,2016
175,"$2,300,000  ",John Gibson,anaheim-ducks,2016
176,"$1,750,000  ",Antoine Vermette,anaheim-ducks,2016
177,"$1,600,000  ",Nate Thompson,anaheim-ducks,2016
178,"$1,000,000  ",Patrick Eaves,anaheim-ducks,2016
179,"$925,000  ",Nicolas Kerdiles,anaheim-ducks,2016
180,"$925,000  ",Kalle Kossila,anaheim-ducks,2016
181,"$925,000  ",Jacob Larsson,anaheim-ducks,2016
182,"$925,000  ",Brandon Montour,anaheim-ducks,2016
183,"$900,000  ",Ryan Garbutt,anaheim-ducks,2016
184,"$900,000  ",Jared Boll,anaheim-ducks,2016
185,"$894,166  ",Nicholas Ritchie,anaheim-ducks,2016
186,"$863,333  ",Shea Theodore,anaheim-ducks,2016
187,"$825,000  ",Josh Manson,anaheim-ducks,2016
188,"$803,333  ",Nick Sorensen,anaheim-ducks,2016
189,"$786,667  ",Jaycob Megna,anaheim-ducks,2016
190,"$775,000  ",Emerson Etem,anaheim-ducks,2016
191,"$750,000  ",Jhonas Enroth,anaheim-ducks,2016
192,"$700,000  ",Korbinian Holzer,anaheim-ducks,2016
193,"$675,000  ",Mason Raymond,anaheim-ducks,2016
194,"$670,000  ",Ondrej Kase,anaheim-ducks,2016
195,"$660,000  ",Logan Shaw,anaheim-ducks,2016
196,"$637,500  ",Chris Wagner,anaheim-ducks,2016
197,"$625,000  ",Corey Tropp,anaheim-ducks,2016
198,"$8,625,000  ",Corey Perry,anaheim-ducks,2017
199,"$8,250,000  ",Ryan Getzlaf,anaheim-ducks,2017
200,"$6,875,000  ",Ryan Kesler,anaheim-ducks,2017
201,"$5,250,000  ",Hampus Lindholm,anaheim-ducks,2017
202,"$4,000,000  ",Adam Henrique,anaheim-ducks,2017
203,"$4,000,000  ",Kevin Bieksa,anaheim-ducks,2017
204,"$4,000,000  ",Cam Fowler,anaheim-ducks,2017
205,"$3,789,444  ",Rickard Rakell,anaheim-ducks,2017
206,"$3,750,000  ",Jakob Silfverberg,anaheim-ducks,2017
207,"$3,150,000  ",Patrick Eaves,anaheim-ducks,2017
208,"$3,000,000  ",Andrew Cogliano,anaheim-ducks,2017
209,"$2,300,000  ",John Gibson,anaheim-ducks,2017
210,"$2,250,000  ",Jason Chimera,anaheim-ducks,2017
211,"$2,000,000  ",Ryan Miller,anaheim-ducks,2017
212,"$1,750,000  ",Antoine Vermette,anaheim-ducks,2017
213,"$1,250,000  ",J.T. Brown,anaheim-ducks,2017
214,"$1,250,000  ",Chris Kelly,anaheim-ducks,2017
215,"$1,000,000  ",Francois Beauchemin,anaheim-ducks,2017
216,"$925,000  ",Kalle Kossila,anaheim-ducks,2017
217,"$925,000  ",Brandon Montour,anaheim-ducks,2017
218,"$925,000  ",Kevin Roy,anaheim-ducks,2017
219,"$925,000  ",Troy Terry,anaheim-ducks,2017
220,"$925,000  ",Andy Welinski,anaheim-ducks,2017
221,"$900,000  ",Jared Boll,anaheim-ducks,2017
222,"$900,000  ",Korbinian Holzer,anaheim-ducks,2017
223,"$894,166  ",Nicholas Ritchie,anaheim-ducks,2017
224,"$825,000  ",Josh Manson,anaheim-ducks,2017
225,"$794,167  ",Marcus Pettersson,anaheim-ducks,2017
226,"$701,667  ",Giovanni Fiore,anaheim-ducks,2017
227,"$700,000  ",Reto Berra,anaheim-ducks,2017
228,"$680,000  ",Joseph Blandisi,anaheim-ducks,2017
229,"$670,000  ",Ondrej Kase,anaheim-ducks,2017
230,"$650,000  ",Derek Grant,anaheim-ducks,2017
231,"$650,000  ",Nicolas Kerdiles,anaheim-ducks,2017
232,"$650,000  ",Michael Liambas,anaheim-ducks,2017
233,"$650,000  ",Jaycob Megna,anaheim-ducks,2017
234,"$650,000  ",Steven Oleksy,anaheim-ducks,2017
235,"$5,666,667  ",Mike Smith,arizona-coyotes,2014
236,"$5,500,000  ",Oliver Ekman-Larsson,arizona-coyotes,2014
237,"$5,300,000  ",Shane Doan,arizona-coyotes,2014
238,"$4,800,000  ",Sam Gagner,arizona-coyotes,2014
239,"$4,500,000  ",Martin Erat,arizona-coyotes,2014
240,"$3,100,000  ",Martin Hanzal,arizona-coyotes,2014
241,"$2,550,000  ",Mikkel Boedker,arizona-coyotes,2014
242,"$2,500,000  ",Lauri Korpikoski,arizona-coyotes,2014
243,"$1,313,333  ",Connor Murphy,arizona-coyotes,2014
244,"$1,150,000  ",Michael Stone,arizona-coyotes,2014
245,"$1,150,000  ",Brandon Crombeen,arizona-coyotes,2014
246,"$1,116,667  ",Joe Vitale,arizona-coyotes,2014
247,"$875,000  ",Kyle Chipchura,arizona-coyotes,2014
248,"$821,138  ",Tobias Rieder,arizona-coyotes,2014
249,"$800,000  ",David Moss,arizona-coyotes,2014
250,"$273,522  ",Brendan Perlini,arizona-coyotes,2014
251,"$227,688  ",Andrew Campbell,arizona-coyotes,2014
252,"$193,548  ",Mark Arcobello,arizona-coyotes,2014
253,"$192,127  ",John Moore,arizona-coyotes,2014
254,"$132,258  ",Craig Cunningham,arizona-coyotes,2014
255,"$132,258  ",Tye McGinn,arizona-coyotes,2014
256,"$67,742  ",Jordan Szwarz,arizona-coyotes,2014
257,"$5,666,667  ",Mike Smith,arizona-coyotes,2015
258,"$5,500,000  ",Oliver Ekman-Larsson,arizona-coyotes,2015
259,"$5,300,000  ",Shane Doan,arizona-coyotes,2015
260,"$4,941,429  ",Chris Pronger,arizona-coyotes,2015
261,"$4,600,000  ",Alex Goligoski,arizona-coyotes,2015
262,"$3,750,000  ",Antoine Vermette,arizona-coyotes,2015
263,"$3,500,000  ",Alex Tanguay,arizona-coyotes,2015
264,"$3,500,000  ",Nicklas Grossman,arizona-coyotes,2015
265,"$3,200,000  ",Zbynek Michalek,arizona-coyotes,2015
266,"$3,100,000  ",Martin Hanzal,arizona-coyotes,2015
267,"$3,000,000  ",Boyd Gordon,arizona-coyotes,2015
268,"$2,083,333  ",Brad Richardson,arizona-coyotes,2015
269,"$1,750,000  ",Steve Downie,arizona-coyotes,2015
270,"$1,150,000  ",Michael Stone,arizona-coyotes,2015
271,"$1,116,667  ",Joe Vitale,arizona-coyotes,2015
272,"$1,040,000  ",Viktor Tikhonov,arizona-coyotes,2015
273,"$925,000  ",Tyler Gaudet,arizona-coyotes,2015
274,"$925,000  ",Sergei Plotnikov,arizona-coyotes,2015
275,"$925,000  ",Jiri Sekac,arizona-coyotes,2015
276,"$875,000  ",Kyle Chipchura,arizona-coyotes,2015
277,"$875,000  ",Anders Lindback,arizona-coyotes,2015
278,"$863,333  ",Max Domi,arizona-coyotes,2015
279,"$863,333  ",Connor Murphy,arizona-coyotes,2015
280,"$853,333  ",Tobias Rieder,arizona-coyotes,2015
281,"$850,500  ",Jarred Tinordi,arizona-coyotes,2015
282,"$772,500  ",Anthony Duclair,arizona-coyotes,2015
283,"$745,000  ",Laurent Dauphin,arizona-coyotes,2015
284,"$700,000  ",Craig Cunningham,arizona-coyotes,2015
285,"$683,333  ",Kevin Connauton,arizona-coyotes,2015
286,"$667,500  ",Niklas Treutle,arizona-coyotes,2015
287,"$648,333  ",Marek Langhamer,arizona-coyotes,2015
288,"$612,500  ",Jordan Martinook,arizona-coyotes,2015
289,"$605,000  ",Klas Dahlbeck,arizona-coyotes,2015
290,"$605,000  ",Louis Domingue,arizona-coyotes,2015
291,"$600,000  ",Philip Samuelsson,arizona-coyotes,2015
292,"$600,000  ",Christian Thomas,arizona-coyotes,2015
293,"$600,000  ",Alex Grant,arizona-coyotes,2015
294,"$575,000  ",Eric Selleck,arizona-coyotes,2015
295,"$5,666,667  ",Mike Smith,arizona-coyotes,2016
296,"$5,500,000  ",Oliver Ekman-Larsson,arizona-coyotes,2016
297,"$5,500,000  ",Dave Bolland,arizona-coyotes,2016
298,"$5,475,000  ",Alex Goligoski,arizona-coyotes,2016
299,"$4,941,429  ",Chris Pronger,arizona-coyotes,2016
300,"$3,876,134  ",Shane Doan,arizona-coyotes,2016
301,"$3,850,000  ",Connor Murphy,arizona-coyotes,2016
302,"$3,333,333  ",Jamie McGinn,arizona-coyotes,2016
303,"$3,200,000  ",Zbynek Michalek,arizona-coyotes,2016
304,"$2,225,000  ",Tobias Rieder,arizona-coyotes,2016
305,"$2,083,333  ",Brad Richardson,arizona-coyotes,2016
306,"$1,550,000  ",Alexander Burmistrov,arizona-coyotes,2016
307,"$1,300,000  ",Peter Holland,arizona-coyotes,2016
308,"$1,250,000  ",Luke Schenn,arizona-coyotes,2016
309,"$1,050,000  ",Louis Domingue,arizona-coyotes,2016
310,"$1,000,000  ",Radim Vrbata,arizona-coyotes,2016
311,"$1,000,000  ",Kevin Connauton,arizona-coyotes,2016
312,"$925,000  ",Jakob Chychrun,arizona-coyotes,2016
313,"$916,667  ",Clayton Keller,arizona-coyotes,2016
314,"$894,167  ",Lawson Crouse,arizona-coyotes,2016
315,"$894,167  ",Dylan Strome,arizona-coyotes,2016
316,"$874,125  ",Tyler Gaudet,arizona-coyotes,2016
317,"$863,333  ",Anthony DeAngelo,arizona-coyotes,2016
318,"$863,333  ",Brendan Perlini,arizona-coyotes,2016
319,"$863,333  ",Max Domi,arizona-coyotes,2016
320,"$852,500  ",Christian Fischer,arizona-coyotes,2016
321,"$839,166  ",Christian Dvorak,arizona-coyotes,2016
322,"$812,500  ",Teemu Pulkkinen,arizona-coyotes,2016
323,"$772,500  ",Anthony Duclair,arizona-coyotes,2016
324,"$745,000  ",Laurent Dauphin,arizona-coyotes,2016
325,"$725,833  ",Adin Hill,arizona-coyotes,2016
326,"$650,000  ",Jamie McBain,arizona-coyotes,2016
327,"$648,333  ",Marek Langhamer,arizona-coyotes,2016
328,"$612,500  ",Jordan Martinook,arizona-coyotes,2016
329,"$600,000  ",Josh Jooris,arizona-coyotes,2016
330,"$6,500,000  ",Derek Stepan,arizona-coyotes,2017
331,"$5,500,000  ",Oliver Ekman-Larsson,arizona-coyotes,2017
332,"$5,500,000  ",Dave Bolland,arizona-coyotes,2017
333,"$5,475,000  ",Alex Goligoski,arizona-coyotes,2017
334,"$4,100,000  ",Niklas Hjalmarsson,arizona-coyotes,2017
335,"$3,937,500  ",Jason Demers,arizona-coyotes,2017
336,"$2,800,000  ",Richard Panik,arizona-coyotes,2017
337,"$2,083,333  ",Brad Richardson,arizona-coyotes,2017
338,"$1,800,000  ",Jordan Martinook,arizona-coyotes,2017
339,"$1,250,000  ",Luke Schenn,arizona-coyotes,2017
340,"$1,000,000  ",Antti Raanta,arizona-coyotes,2017
341,"$1,000,000  ",Nick Cousins,arizona-coyotes,2017
342,"$1,000,000  ",Kevin Connauton,arizona-coyotes,2017
343,"$925,000  ",Jakob Chychrun,arizona-coyotes,2017
344,"$925,000  ",Hunter Miska,arizona-coyotes,2017
345,"$894,167  ",Lawson Crouse,arizona-coyotes,2017
346,"$894,167  ",Nicholas Merkley,arizona-coyotes,2017
347,"$885,833  ",Clayton Keller,arizona-coyotes,2017
348,"$863,333  ",Dylan Strome,arizona-coyotes,2017
349,"$863,333  ",Max Domi,arizona-coyotes,2017
350,"$863,333  ",Brendan Perlini,arizona-coyotes,2017
351,"$839,166  ",Christian Dvorak,arizona-coyotes,2017
352,"$821,666  ",Christian Fischer,arizona-coyotes,2017
353,"$775,833  ",Kyle Capobianco,arizona-coyotes,2017
354,"$745,000  ",Laurent Dauphin,arizona-coyotes,2017
355,"$725,833  ",Adin Hill,arizona-coyotes,2017
356,"$725,000  ",Joel Hanley,arizona-coyotes,2017
357,"$700,000  ",Zac Rinaldo,arizona-coyotes,2017
358,"$675,000  ",Josh Archibald,arizona-coyotes,2017
359,"$660,000  ",Marek Langhamer,arizona-coyotes,2017
360,"$655,000  ",Jalen Smereck,arizona-coyotes,2017
361,"$650,000  ",Andrew Campbell,arizona-coyotes,2017
362,"$650,000  ",Mario Kempe,arizona-coyotes,2017
363,"$650,000  ",Darcy Kuemper,arizona-coyotes,2017
364,"$650,000  ",Mike Sislo,arizona-coyotes,2017
365,"$640,000  ",Trevor Murphy,arizona-coyotes,2017
366,"$626,667  ",Dakota Mermis,arizona-coyotes,2017
367,"$612,500  ",Freddie Hamilton,arizona-coyotes,2017
368,"$6,916,665  ",Zdeno Chara,boston-bruins,2011
369,"$5,062,500  ",Brian Rolston,boston-bruins,2011
370,"$5,000,000  ",Patrice Bergeron,boston-bruins,2011
371,"$5,000,000  ",Tim Thomas,boston-bruins,2011
372,"$4,083,333  ",Milan Lucic,boston-bruins,2011
373,"$4,027,143  ",Marc Savard,boston-bruins,2011
374,"$4,000,000  ",Nathan Horton,boston-bruins,2011
375,"$3,750,000  ",David Krejci,boston-bruins,2011
376,"$3,250,000  ",Dennis Seidenberg,boston-bruins,2011
377,"$2,500,000  ",Brad Marchand,boston-bruins,2011
378,"$2,250,000  ",Andrew Ference,boston-bruins,2011
379,"$2,125,000  ",Chris Kelly,boston-bruins,2011
380,"$1,875,000  ",Johnny Boychuk,boston-bruins,2011
381,"$1,316,667  ",Zach Hamill,boston-bruins,2011
382,"$1,250,000  ",Tuukka Rask,boston-bruins,2011
383,"$1,100,000  ",Benoit Pouliot,boston-bruins,2011
384,"$1,100,000  ",Gregory Campbell,boston-bruins,2011
385,"$1,075,000  ",Daniel Paille,boston-bruins,2011
386,"$916,667  ",Torey Krug,boston-bruins,2011
387,"$900,000  ",Tyler Seguin,boston-bruins,2011
388,"$886,666  ",Jordan Caron,boston-bruins,2011
389,"$875,000  ",Anton Khudobin,boston-bruins,2011
390,"$875,000  ",David Warsofsky,boston-bruins,2011
391,"$850,000  ",Matt Bartkowski,boston-bruins,2011
392,"$812,500  ",Shawn Thornton,boston-bruins,2011
393,"$800,000  ",Mike Mottau,boston-bruins,2011
394,"$603,333  ",Lane MacDermid,boston-bruins,2011
395,"$600,000  ",Josh Hennessy,boston-bruins,2011
396,"$600,000  ",Jamie Tardif,boston-bruins,2011
397,"$600,000  ",Marty Turco,boston-bruins,2011
398,"$575,000  ",Adam McQuaid,boston-bruins,2011
399,"$6,916,667  ",Zdeno Chara,boston-bruins,2012
400,"$5,250,000  ",David Krejci,boston-bruins,2012
401,"$5,000,000  ",Patrice Bergeron,boston-bruins,2012
402,"$4,550,000  ",Jaromir Jagr,boston-bruins,2012
403,"$4,083,333  ",Milan Lucic,boston-bruins,2012
404,"$4,027,143  ",Marc Savard,boston-bruins,2012
405,"$4,000,000  ",Nathan Horton,boston-bruins,2012
406,"$3,500,000  ",Tuukka Rask,boston-bruins,2012
407,"$3,366,667  ",Johnny Boychuk,boston-bruins,2012
408,"$3,250,000  ",Dennis Seidenberg,boston-bruins,2012
409,"$3,250,000  ",Rich Peverley,boston-bruins,2012
410,"$3,000,000  ",Chris Kelly,boston-bruins,2012
411,"$2,500,000  ",Brad Marchand,boston-bruins,2012
412,"$2,250,000  ",Andrew Ference,boston-bruins,2012
413,"$1,600,000  ",Gregory Campbell,boston-bruins,2012
414,"$1,566,667  ",Adam McQuaid,boston-bruins,2012
415,"$1,300,000  ",Daniel Paille,boston-bruins,2012
416,"$1,100,000  ",Shawn Thornton,boston-bruins,2012
417,"$1,008,333  ",Carl Soderberg,boston-bruins,2012
418,"$1,000,000  ",Wade Redden,boston-bruins,2012
419,"$916,667  ",Torey Krug,boston-bruins,2012
420,"$900,000  ",Tyler Seguin,boston-bruins,2012
421,"$894,166  ",Dougie Hamilton,boston-bruins,2012
422,"$875,000  ",David Warsofsky,boston-bruins,2012
423,"$875,000  ",Anton Khudobin,boston-bruins,2012
424,"$650,000  ",Aaron Johnson,boston-bruins,2012
425,"$635,000  ",Kaspars Daugavins,boston-bruins,2012
426,"$625,000  ",Jay Pandolfo,boston-bruins,2012
427,"$7,000,000  ",Tuukka Rask,boston-bruins,2013
428,"$6,916,667  ",Zdeno Chara,boston-bruins,2013
429,"$6,000,000  ",Milan Lucic,boston-bruins,2013
430,"$5,250,000  ",David Krejci,boston-bruins,2013
431,"$5,000,000  ",Patrice Bergeron,boston-bruins,2013
432,"$4,500,000  ",Brad Marchand,boston-bruins,2013
433,"$4,250,000  ",Loui Eriksson,boston-bruins,2013
434,"$4,027,143  ",Marc Savard,boston-bruins,2013
435,"$3,366,667  ",Johnny Boychuk,boston-bruins,2013
436,"$3,250,000  ",Dennis Seidenberg,boston-bruins,2013
437,"$3,000,000  ",Chris Kelly,boston-bruins,2013
438,"$1,800,000  ",Jarome Iginla,boston-bruins,2013
439,"$1,600,000  ",Gregory Campbell,boston-bruins,2013
440,"$1,566,667  ",Adam McQuaid,boston-bruins,2013
441,"$1,300,000  ",Daniel Paille,boston-bruins,2013
442,"$1,100,000  ",Shawn Thornton,boston-bruins,2013
